critical,high,medium,low,pattern_count,hash_match,extension_mismatch,file_size,macro_detected,pdf_js,embedded_file,packer_detected,suspicious_imports,yara_matches,label
4,5,8,1,8,1,1,3998.1011564200235,0,1,0,1,1,17,1
2,1,4,2,14,1,0,99.06486137113686,0,1,1,1,0,16,1
0,1,2,5,2,0,0,357.37455574571544,0,0,0,0,0,1,0
5,2,8,1,6,1,0,2113.6941705309723,1,1,1,0,0,16,1
1,2,2,1,4,0,0,179.06117021907005,0,0,0,0,0,1,0
1,1,5,3,18,1,1,1720.7369021866396,0,0,1,1,1,10,1
4,5,7,4,18,0,1,3986.8148339795093,0,1,1,1,1,7,1
5,4,6,0,12,1,0,4481.601790383679,1,1,1,0,1,17,1
0,0,3,5,0,0,1,727.9381952446431,0,0,0,0,0,2,0
3,5,6,4,9,1,1,4786.273614628373,0,1,1,1,1,19,1
1,2,0,4,0,0,0,1526.9570685297122,0,0,0,0,0,3,0
0,2,8,1,12,1,0,4014.5546552964356,0,1,0,1,0,15,1
0,2,3,2,1,0,1,2818.9311334786585,0,0,0,0,0,1,0
5,3,6,2,13,0,1,2624.461464363721,1,1,1,1,1,16,1
5,6,5,1,17,0,0,4330.249465498362,1,1,0,1,1,6,1
1,2,3,4,4,0,0,2253.6859530754023,0,0,0,0,0,0,0
0,0,0,1,3,0,0,2599.601062305601,0,0,0,0,0,2,0
4,3,5,2,9,1,0,335.3025243671673,1,1,0,0,0,18,1
0,0,2,5,0,0,1,2051.5174115159807,0,0,0,0,0,0,0
2,4,8,4,7,1,0,3229.976880805954,0,1,0,0,1,16,1
3,2,4,2,10,0,1,4201.120589121938,1,1,0,1,0,20,1
0,2,8,2,20,0,0,1293.8840219015528,0,1,0,1,1,6,1
2,3,8,4,9,1,1,2974.7827805250463,0,0,1,0,0,18,1
0,2,2,1,13,0,1,4760.84737848133,0,1,0,1,0,20,1
0,2,2,3,2,0,1,2709.447605894983,0,0,0,0,0,0,0
3,3,2,2,19,0,1,2475.530865002527,0,0,1,0,1,12,1
5,1,2,2,10,0,1,4064.9302297130303,0,1,0,1,0,5,1
4,4,8,1,16,1,1,1044.4776251764383,0,1,1,0,1,10,1
5,6,3,4,16,0,1,652.9028940769063,0,1,1,0,0,9,1
4,2,2,0,12,0,1,1773.75875162768,1,1,1,1,1,14,1
2,5,2,2,17,0,1,4352.323899039836,0,1,0,0,1,14,1
1,1,6,2,19,1,0,4964.489521886874,1,1,1,0,0,7,1
1,0,0,2,0,0,1,1873.7906176915249,0,0,0,0,0,4,0
4,5,7,3,20,0,1,3044.7459105352464,0,1,0,0,1,6,1
2,4,8,0,11,0,1,2739.428947092708,1,0,1,0,1,11,1
5,6,7,1,11,1,0,3463.6777794810782,1,1,0,0,0,20,1
3,5,5,2,15,0,0,1790.5094292739398,1,0,0,1,1,6,1
5,5,3,1,16,1,1,187.18797907529924,0,0,1,1,0,10,1
1,3,7,2,8,0,0,4170.892499511831,0,1,1,0,0,10,1
1,1,0,6,3,0,0,1721.4156614481024,0,0,0,0,0,3,0
0,2,1,6,4,0,0,2209.4373561823318,0,0,0,0,0,0,0
1,2,1,5,4,0,1,44.386041056259735,0,0,0,0,0,0,0
1,2,3,6,4,0,0,41.40548744319706,0,0,0,0,0,1,0
1,1,3,1,0,0,0,2756.748140467935,0,0,0,0,0,0,0
4,5,2,3,15,0,1,3041.103933760014,1,0,1,0,0,12,1
0,0,1,6,3,0,0,151.70051314175058,0,0,0,0,0,3,0
5,1,7,2,9,0,0,969.8744631803316,0,1,1,0,1,12,1
1,4,7,1,20,0,1,2597.509426342301,1,1,1,0,0,9,1
0,2,0,5,1,0,0,1213.1368342759165,0,0,0,0,0,0,0
0,2,3,2,3,0,0,1171.7943617530716,0,0,0,0,0,0,0
0,1,0,6,3,0,0,160.23172977735072,0,0,0,0,0,2,0
4,3,2,0,18,0,1,3784.559134320853,1,0,0,0,0,18,1
0,6,4,4,11,1,1,2764.4528589616984,0,0,0,1,1,6,1
1,3,2,4,12,1,1,3496.270845394689,0,1,1,0,1,5,1
4,1,7,0,7,1,1,1024.3307228007466,0,0,1,1,0,11,1
0,2,5,2,19,1,0,740.2737155238553,1,0,0,1,0,14,1
1,1,0,2,0,0,0,810.9159968806024,0,0,0,0,0,1,0
4,4,3,1,5,1,0,2707.110019153241,0,0,0,1,1,16,1
5,3,2,2,13,1,1,3231.1323438667105,1,0,0,1,0,10,1
1,6,5,4,20,0,1,452.781191512906,0,1,1,1,0,7,1
3,6,7,3,12,0,0,1725.552187461665,0,1,1,1,0,12,1
2,4,4,4,11,0,0,1222.2999070992473,1,0,1,0,1,10,1
3,6,2,1,5,1,0,1345.9958859379947,0,0,1,0,0,19,1
1,1,0,3,3,0,1,2785.949274457472,0,0,0,0,0,2,0
1,2,1,6,3,0,1,2918.413737511265,0,0,0,0,0,2,0
1,1,2,3,3,0,0,1146.7777459776626,0,0,0,0,0,4,0
1,1,2,2,1,0,1,2161.20568659073,0,0,0,0,0,0,0
0,2,3,4,2,0,1,881.6132279186348,0,0,0,0,0,2,0
4,1,6,0,16,0,0,1781.6168651057533,1,1,0,1,1,17,1
0,0,3,4,3,0,1,862.2244310335017,0,0,0,0,0,3,0
1,2,2,4,4,0,0,2508.17341206146,0,0,0,0,0,3,0
1,0,1,3,0,0,1,2283.325799174333,0,0,0,0,0,2,0
1,1,0,6,0,0,0,2959.978187605566,0,0,0,0,0,4,0
0,2,2,5,1,0,0,729.5735666725974,0,0,0,0,0,1,0
0,2,1,4,2,0,1,435.08324872362454,0,0,0,0,0,0,0
1,2,2,2,0,0,0,2407.968016608898,0,0,0,0,0,4,0
4,3,8,0,7,1,0,131.772877082128,0,0,1,1,0,17,1
1,0,3,6,4,0,1,266.5838027564554,0,0,0,0,0,4,0
1,1,1,6,0,0,0,2250.913628850457,0,0,0,0,0,3,0
0,2,2,1,3,0,0,608.5104782595982,0,0,0,0,0,1,0
1,1,3,2,1,0,0,1692.1284693345076,0,0,0,0,0,3,0
1,0,3,3,3,0,1,338.50742222478925,0,0,0,0,0,4,0
3,5,5,1,18,1,1,2381.710084004741,0,1,0,0,1,11,1
0,4,4,0,19,1,0,1967.9128510895564,0,0,0,0,1,13,1
4,5,7,2,17,1,1,4353.925985809079,0,1,1,0,1,11,1
1,6,4,0,6,1,0,2964.792898166011,1,1,1,1,0,5,1
5,3,6,2,16,1,0,4721.279689978192,0,0,1,1,1,9,1
4,2,6,4,16,1,1,216.2118019225089,1,0,0,1,1,18,1
4,1,2,4,11,0,0,3457.3668771815587,1,1,1,0,0,13,1
0,1,0,2,3,0,1,58.13579899048336,0,0,0,0,0,2,0
0,1,1,3,3,0,1,1557.6081701363041,0,0,0,0,0,4,0
0,1,1,1,1,0,0,2753.3352278576986,0,0,0,0,0,0,0
3,2,8,1,11,1,0,369.70801887924165,0,1,0,1,1,15,1
1,5,5,2,15,1,0,4593.519455748192,0,0,1,0,0,20,1
5,2,4,3,6,1,1,4854.481207494842,0,1,1,1,1,5,1
1,2,3,0,14,1,0,1118.8017136539913,0,1,0,1,1,11,1
1,2,3,5,1,0,1,353.7686533229899,0,0,0,0,0,4,0
1,1,2,2,15,0,1,2994.1766724303625,1,1,1,1,0,10,1
5,3,3,0,17,1,0,4010.543607845058,0,0,1,1,0,5,1
0,5,8,2,19,0,1,1701.3217460065212,1,0,1,0,1,12,1
1,2,2,1,1,0,0,487.2138633691438,0,0,0,0,0,0,0
4,2,6,2,14,0,0,2545.0041833164814,1,1,0,1,1,10,1
1,1,1,1,1,0,1,2686.1780131229584,0,0,0,0,0,3,0
0,4,6,3,11,1,1,1254.226313740571,0,0,1,0,1,18,1
1,1,2,4,4,0,1,818.3160461743507,0,0,0,0,0,2,0
2,4,6,1,20,0,1,4694.111941748591,1,0,1,0,1,19,1
1,0,1,1,0,0,1,2650.6416336663096,0,0,0,0,0,1,0
1,3,6,0,10,0,0,4456.930328045029,1,0,0,1,0,5,1
1,2,2,1,0,0,1,1128.8470558087424,0,0,0,0,0,0,0
1,0,0,4,1,0,0,2415.4211190453257,0,0,0,0,0,2,0
3,2,8,2,5,1,1,619.0774065687143,1,0,1,1,0,8,1
0,2,3,5,1,0,1,590.0737182572179,0,0,0,0,0,1,0
1,5,5,1,9,1,1,3849.9059616265554,0,0,1,1,1,20,1
0,1,1,2,2,0,0,650.9402147252473,0,0,0,0,0,1,0
0,2,3,6,2,0,1,954.1633003838785,0,0,0,0,0,1,0
4,4,8,0,7,1,1,267.75364665680735,0,0,0,1,1,14,1
1,4,2,4,6,1,0,377.1883879787344,0,0,1,0,0,10,1
5,4,4,0,15,1,1,2308.24991327959,0,1,1,1,0,20,1
0,0,1,1,4,0,0,2942.814548302564,0,0,0,0,0,2,0
0,0,2,4,4,0,1,1275.7157999508931,0,0,0,0,0,3,0
5,5,7,0,15,0,1,3289.7849125017574,1,0,0,1,1,20,1
5,4,3,0,15,0,1,1858.008723006501,1,1,1,1,0,14,1
1,0,3,3,4,0,1,1146.546271832071,0,0,0,0,0,4,0
4,5,2,3,19,1,1,4323.283846839435,1,0,1,1,0,9,1
1,1,3,1,16,0,1,4121.415663515082,0,0,0,1,1,16,1
1,2,2,6,4,0,0,803.1434287468165,0,0,0,0,0,1,0
0,0,0,6,3,0,0,2132.3308637111118,0,0,0,0,0,1,0
0,2,0,3,3,0,1,1336.119407961381,0,0,0,0,0,2,0
5,4,5,1,14,0,1,4261.68098873683,0,0,0,1,1,19,1
1,1,1,4,4,0,1,1122.2884964554742,0,0,0,0,0,1,0
0,1,0,3,1,0,0,2654.7912263433677,0,0,0,0,0,2,0
1,0,3,2,1,0,0,1426.8221982695136,0,0,0,0,0,2,0
0,1,0,5,1,0,0,2981.7503340857074,0,0,0,0,0,2,0
1,0,1,1,3,0,0,736.6489197168696,0,0,0,0,0,4,0
0,0,1,6,1,0,0,2769.4040427571385,0,0,0,0,0,2,0
4,6,4,2,14,1,0,2829.113001206581,0,0,0,0,1,7,1
0,0,2,4,3,0,0,1149.129410964646,0,0,0,0,0,2,0
0,1,3,2,0,0,1,618.4021747964546,0,0,0,0,0,3,0
1,4,6,0,7,1,0,1831.7221747898413,1,0,0,0,1,11,1
1,1,7,3,13,0,0,373.7555478279823,0,1,1,0,1,17,1
1,5,5,3,12,1,1,4146.947113451083,1,0,0,0,1,19,1
0,2,0,2,2,0,1,2832.820887963458,0,0,0,0,0,2,0
1,2,2,6,3,0,0,2662.1868525209898,0,0,0,0,0,4,0
5,1,7,2,5,1,1,1713.3721038362546,1,1,1,0,1,18,1
3,4,3,2,6,1,1,4528.070713544555,0,1,0,0,0,9,1
0,5,6,2,16,0,0,202.82278508545588,0,0,0,1,0,5,1
0,2,2,6,0,0,0,429.873271934042,0,0,0,0,0,1,0
5,5,5,0,13,0,1,2877.5280972660844,1,0,1,1,1,13,1
0,1,2,6,4,0,1,2608.9772488648196,0,0,0,0,0,1,0
1,2,1,2,4,0,1,2714.1099542878314,0,0,0,0,0,1,0
1,2,2,4,3,0,1,1447.7586824931868,0,0,0,0,0,4,0
2,2,8,2,8,1,1,3096.246336079972,0,1,0,1,1,9,1
0,2,3,5,3,0,0,1557.9717769666802,0,0,0,0,0,2,0
1,1,3,2,2,0,1,2922.2891810866004,0,0,0,0,0,0,0
5,1,2,4,18,1,0,1085.602855382846,1,1,0,1,0,15,1
1,2,0,5,3,0,1,2669.609272426887,0,0,0,0,0,3,0
1,1,2,5,2,0,0,1299.1139319771792,0,0,0,0,0,1,0
0,1,2,1,0,0,0,1815.0241860248686,0,0,0,0,0,2,0
5,5,7,1,15,1,1,4264.083997135788,1,0,0,0,1,6,1
0,6,6,4,9,1,0,953.8588443492044,1,0,1,0,1,7,1
1,6,6,1,8,0,1,3044.399435693278,1,1,1,0,1,8,1
0,2,0,2,4,0,1,977.2231704660747,0,0,0,0,0,4,0
4,2,4,2,5,0,0,4874.717806357308,1,1,0,1,0,18,1
0,0,1,1,3,0,1,744.1585378058809,0,0,0,0,0,3,0
3,6,4,3,7,0,0,492.8560370811996,1,1,1,1,1,15,1
4,4,7,2,10,0,1,893.0665120747883,1,0,1,0,1,18,1
1,2,1,2,3,0,1,1149.1718572141958,0,0,0,0,0,3,0
0,2,3,3,4,0,0,2483.790116656342,0,0,0,0,0,4,0
0,0,2,4,1,0,1,1778.9420475521601,0,0,0,0,0,3,0
0,6,3,3,7,0,0,3823.1541611558673,1,0,0,0,0,16,1
0,2,6,3,14,1,1,1228.7704141956153,0,0,1,0,1,19,1
3,3,6,4,11,0,1,1957.7495774603592,1,1,1,0,1,16,1
4,4,2,0,10,0,1,114.75014295169366,0,1,1,1,1,18,1
2,1,6,4,19,0,1,4147.39794780721,0,1,1,0,0,5,1
5,1,7,0,18,1,0,4671.9274115603475,1,1,0,0,0,11,1
0,2,4,0,14,1,0,482.18592575707294,1,0,1,1,0,16,1
1,1,2,3,0,0,0,835.986679177093,0,0,0,0,0,2,0
5,3,2,4,16,1,0,3288.493327233324,0,1,1,1,1,9,1
1,2,0,3,3,0,1,2715.0608109013065,0,0,0,0,0,2,0
3,1,6,3,16,0,0,2821.8861122104154,0,0,0,0,1,11,1
0,0,2,4,1,0,1,2986.5862954545596,0,0,0,0,0,3,0
4,5,2,2,12,1,1,2910.457299184173,0,0,0,0,1,7,1
1,6,2,0,9,1,0,2471.1771456592924,1,1,1,0,1,18,1
2,2,8,4,18,0,1,2148.7661645396106,1,1,0,1,1,15,1
0,0,2,5,3,0,1,2331.9418018797865,0,0,0,0,0,4,0
1,2,1,1,3,0,0,45.85245666166925,0,0,0,0,0,3,0
1,1,1,2,0,0,0,2876.4173371742268,0,0,0,0,0,4,0
2,2,3,1,19,1,1,4167.780378072209,0,0,1,0,0,17,1
3,1,2,4,9,0,0,171.07017269680097,1,1,1,1,1,13,1
1,5,2,2,9,1,0,683.3474620764194,1,1,1,1,0,13,1
1,3,6,1,10,0,0,3090.07246714724,1,1,0,1,1,8,1
0,3,2,3,17,0,0,4390.194222102997,1,0,1,0,1,15,1
4,1,3,0,10,0,0,4409.336557666066,1,1,0,0,1,18,1
1,1,2,1,4,0,1,739.5925002134131,0,0,0,0,0,4,0
1,2,3,2,0,0,0,1031.7519070033509,0,0,0,0,0,4,0
2,5,6,4,20,1,1,207.32020066155914,0,1,0,0,0,20,1
0,2,1,5,0,0,0,566.7876273133396,0,0,0,0,0,3,0
0,2,2,0,9,0,0,2500.6698877970134,1,1,0,0,1,15,1
3,2,4,2,19,1,1,2929.8103933734324,0,0,1,0,0,20,1
1,0,3,6,4,0,0,1098.0641069385151,0,0,0,0,0,2,0
1,1,6,2,15,1,1,4853.344570746813,0,0,0,1,1,13,1
5,6,5,1,5,1,1,167.51390188527301,1,0,0,1,0,20,1
1,2,3,3,2,0,1,1822.5523634923454,0,0,0,0,0,3,0
1,2,1,5,2,0,1,2892.8236957882777,0,0,0,0,0,0,0
4,6,2,0,19,0,1,1899.2699462572828,1,1,0,1,1,11,1
5,1,4,3,7,1,0,4857.781615056421,0,1,1,1,1,6,1
0,2,3,1,1,0,1,1208.1181079683797,0,0,0,0,0,4,0
0,1,0,6,1,0,1,144.75367398726888,0,0,0,0,0,2,0
1,0,1,6,3,0,0,310.63587145610603,0,0,0,0,0,4,0
2,1,2,3,7,1,0,3504.81017106286,0,1,0,1,0,11,1
5,2,4,1,6,1,0,726.1280900165059,1,1,1,1,1,10,1
2,2,6,0,12,1,0,147.8175176971929,1,0,1,0,0,13,1
1,1,2,1,2,0,0,466.75323030305475,0,0,0,0,0,4,0
1,1,2,3,15,1,1,2776.98343097319,1,0,1,0,1,5,1
1,1,2,3,4,0,1,854.2019429439453,0,0,0,0,0,2,0
5,3,2,3,6,0,1,1173.5852702122656,0,0,0,0,1,14,1
2,3,3,1,9,0,1,3047.2205769133325,0,0,0,0,1,15,1
5,4,3,3,8,0,1,1670.8228388781836,0,0,1,1,0,8,1
1,0,2,2,0,0,0,782.2735917299965,0,0,0,0,0,2,0
3,1,7,2,7,1,1,4691.484140583621,1,1,0,0,0,15,1
2,2,2,1,17,1,1,4753.906490494612,1,1,0,1,1,13,1
3,2,4,2,14,0,1,1578.7153123990452,1,1,1,1,1,6,1
2,1,7,4,13,0,0,581.9093934858959,1,0,0,0,1,7,1
2,4,8,2,12,1,0,901.4429863641492,0,1,0,1,0,15,1
1,1,2,6,1,0,0,2232.0648354840464,0,0,0,0,0,2,0
0,1,2,2,1,0,1,2029.8263260364479,0,0,0,0,0,2,0
5,5,2,3,19,1,1,4656.99378934581,0,1,0,0,1,11,1
0,2,3,1,19,1,0,894.9602774620128,0,0,1,0,1,18,1
1,1,0,1,3,0,1,49.97444542971439,0,0,0,0,0,0,0
1,1,2,3,3,0,0,956.7145903120864,0,0,0,0,0,1,0
1,0,2,1,4,0,1,798.7088367916127,0,0,0,0,0,0,0
1,0,2,2,0,0,1,292.8782909295537,0,0,0,0,0,1,0
0,3,3,0,15,1,1,3549.8537880661484,0,1,0,1,0,14,1
0,1,0,5,0,0,1,1088.1371066479935,0,0,0,0,0,0,0
2,5,3,3,6,1,1,3225.7914520223776,0,1,0,0,1,15,1
2,5,2,0,12,0,1,177.37328584418867,0,1,1,1,1,14,1
0,2,6,4,9,0,1,3902.248987158386,0,0,1,0,1,10,1
1,1,0,3,4,0,0,874.2010382417357,0,0,0,0,0,2,0
0,3,6,3,20,0,0,1340.6911828478567,1,0,0,1,0,12,1
1,1,1,2,3,0,1,1035.2082334768018,0,0,0,0,0,0,0
2,1,2,0,6,0,1,3058.7806547156893,1,0,0,0,1,14,1
1,1,0,3,0,0,0,923.2558943369391,0,0,0,0,0,4,0
0,2,0,2,4,0,1,66.52865247031485,0,0,0,0,0,1,0
4,5,2,4,19,0,0,4163.595638055515,0,0,1,0,1,5,1
4,5,5,4,20,0,1,2615.260181518505,1,1,1,0,0,13,1
1,5,7,0,9,0,0,4914.788374566305,0,0,0,0,1,5,1
0,4,5,0,18,1,1,715.4029208420557,0,0,0,1,0,7,1
1,0,3,4,2,0,1,2001.7875156416703,0,0,0,0,0,2,0
2,5,7,4,17,1,0,2789.721215098015,1,0,1,1,1,5,1
2,5,2,3,14,1,0,2104.5434098662786,0,0,1,0,1,18,1
4,2,4,2,15,1,1,3134.0206334486365,0,0,1,1,0,18,1
2,6,2,2,15,1,1,3096.017596905276,1,1,0,1,1,11,1
2,4,6,2,6,1,1,4042.759817881924,0,0,0,1,0,11,1
0,0,1,4,4,0,1,1681.2916209816758,0,0,0,0,0,2,0
0,5,4,4,11,0,1,4293.646669534232,0,1,1,1,0,14,1
0,0,1,5,4,0,0,1925.8819653700807,0,0,0,0,0,0,0
2,5,8,0,18,0,1,853.8316869796797,0,0,1,0,0,19,1
3,4,3,4,17,1,0,335.725309008637,0,0,0,1,1,14,1
2,3,5,0,7,1,0,1614.4730158791454,0,1,1,1,1,12,1
3,4,7,0,6,1,1,2267.7916950090475,0,1,0,0,0,19,1
1,0,2,6,3,0,1,2786.520498076351,0,0,0,0,0,0,0
1,1,0,3,2,0,0,2216.9584796215236,0,0,0,0,0,4,0
0,0,3,4,3,0,0,188.52643104655942,0,0,0,0,0,0,0
0,2,0,6,0,0,1,781.2308106535172,0,0,0,0,0,2,0
3,6,2,3,12,1,1,2419.5937449269727,0,0,1,1,0,16,1
1,0,1,2,3,0,1,1389.2880058607866,0,0,0,0,0,1,0
3,1,2,0,7,1,1,4279.394981312269,0,0,1,0,0,10,1
1,0,3,4,0,0,0,2776.990777497083,0,0,0,0,0,1,0
5,6,2,0,8,1,1,1642.0362293748492,1,1,1,1,0,14,1
2,1,6,0,15,0,0,410.10939608124437,0,1,1,0,0,18,1
5,6,6,2,7,1,0,3712.508069272273,0,0,1,1,1,6,1
1,2,2,6,1,0,0,858.5066331794726,0,0,0,0,0,1,0
5,1,8,3,11,0,0,2890.4130237023464,1,1,0,1,1,14,1
1,1,2,1,0,0,0,1230.6705064782807,0,0,0,0,0,1,0
0,1,0,5,3,0,0,999.0704800445098,0,0,0,0,0,1,0
3,5,6,3,14,1,0,4506.12875125829,1,1,1,0,1,11,1
2,5,2,0,7,1,1,2057.890392877923,0,1,1,0,0,7,1
5,2,6,2,12,0,0,188.34168950923413,0,1,1,1,1,18,1
0,1,8,4,7,0,0,1330.7010605603296,0,1,0,0,0,15,1
5,4,5,3,20,0,1,2716.0037418052093,0,1,0,1,1,10,1
4,1,7,1,7,1,1,1380.143276902974,1,0,0,0,0,12,1
2,2,8,4,5,1,0,4799.9449104261685,1,0,0,0,1,10,1
5,1,7,2,17,0,0,1963.2130511668036,0,0,0,1,0,6,1
1,2,1,2,3,0,0,2644.988314557652,0,0,0,0,0,4,0
1,2,0,3,1,0,1,1663.4602079847118,0,0,0,0,0,2,0
1,3,2,4,13,0,1,1531.7426765696878,0,1,1,1,1,20,1
0,2,1,5,0,0,1,1246.0895924829006,0,0,0,0,0,3,0
1,0,3,1,4,0,1,2591.6713239011165,0,0,0,0,0,1,0
4,5,8,1,13,0,0,2381.6527448841257,1,1,0,0,0,9,1
0,0,2,3,4,0,1,813.4379629331189,0,0,0,0,0,2,0
1,1,0,4,1,0,1,1114.513361679424,0,0,0,0,0,1,0
0,1,2,4,1,0,0,2811.503878426095,0,0,0,0,0,3,0
4,6,4,3,7,0,1,1293.3425363322467,0,0,1,1,0,19,1
1,0,0,4,3,0,0,445.6114276871317,0,0,0,0,0,3,0
1,1,3,4,0,0,1,2397.814733508012,0,0,0,0,0,0,0
0,6,8,3,17,1,0,3270.654352708037,0,1,1,1,0,8,1
4,4,7,4,12,0,1,2870.921323357948,1,1,0,1,1,6,1
0,0,2,1,2,0,0,280.0731610334925,0,0,0,0,0,2,0
5,2,3,0,19,1,1,1259.920600183553,0,0,0,0,0,15,1
3,2,8,2,10,1,1,4911.178009474665,1,0,1,1,1,7,1
0,2,0,3,2,0,0,1116.0346605047791,0,0,0,0,0,0,0
0,2,1,5,1,0,0,2889.973319237482,0,0,0,0,0,0,0
0,4,3,4,20,1,0,2921.0516163381412,1,1,1,1,0,7,1
0,0,1,1,1,0,1,650.8508721493482,0,0,0,0,0,4,0
0,0,1,4,0,0,1,1741.06185269349,0,0,0,0,0,2,0
4,6,4,1,13,1,0,3213.2859546506907,0,1,1,0,0,8,1
1,6,7,2,13,0,0,3166.513153234878,1,1,0,0,0,18,1
1,1,2,5,0,0,0,444.0748338684802,0,0,0,0,0,0,0
0,1,0,1,2,0,1,256.86317083147213,0,0,0,0,0,2,0
0,3,5,3,6,1,1,2993.4187026615864,1,0,0,0,0,16,1
0,2,0,3,0,0,1,670.9181600533361,0,0,0,0,0,4,0
3,1,5,1,15,0,0,3870.599777383789,0,0,0,1,0,6,1
1,2,1,6,3,0,0,1669.9931550712943,0,0,0,0,0,0,0
0,1,1,2,4,0,1,459.46787654710664,0,0,0,0,0,1,0
1,0,0,2,2,0,1,1892.3685310168219,0,0,0,0,0,3,0
3,3,5,1,7,0,0,2970.625505981001,0,1,1,0,1,14,1
0,5,4,3,15,1,1,2615.840460310136,0,1,0,1,1,14,1
5,1,6,0,5,1,1,3595.741327081793,1,0,1,1,0,9,1
0,4,3,4,10,1,1,721.6700894150214,0,0,1,1,0,14,1
0,2,3,5,0,0,0,2465.515630293244,0,0,0,0,0,0,0
5,4,7,2,18,0,1,2155.084683349301,1,1,0,0,1,14,1
2,2,8,3,17,1,0,3401.7078540028256,1,0,0,0,0,16,1
0,1,1,3,4,0,1,995.9296569294195,0,0,0,0,0,0,0
4,6,3,4,10,0,0,2816.4662300310124,0,0,1,0,0,19,1
5,3,5,1,18,1,1,3697.6566108033653,0,1,1,1,1,12,1
1,2,1,2,1,0,0,436.6817213348021,0,0,0,0,0,3,0
2,5,5,1,11,1,1,4751.918268770427,1,1,0,1,0,9,1
3,4,3,2,5,0,1,1659.9236395172147,1,0,0,0,1,13,1
0,2,2,2,3,0,0,2452.829267231738,0,0,0,0,0,1,0
1,5,2,4,11,1,1,3667.2654101322096,0,0,0,0,1,13,1
0,1,1,4,1,0,1,1367.476375393004,0,0,0,0,0,1,0
0,2,4,4,17,0,0,1674.4369589059627,1,1,1,1,0,8,1
3,5,5,1,8,0,1,86.63188045801192,1,0,0,0,0,16,1
1,0,0,3,0,0,1,1120.0941306670709,0,0,0,0,0,3,0
1,3,8,4,6,0,1,4670.358948669347,1,1,0,1,0,13,1
3,6,2,2,8,1,1,914.3836970751477,0,0,0,0,1,14,1
4,1,5,0,18,1,1,2459.8216520393307,1,1,1,0,1,14,1
1,1,0,1,1,0,0,105.87773645167431,0,0,0,0,0,0,0
1,3,8,0,5,1,1,1519.6321609021707,0,0,1,1,0,7,1
1,4,3,4,13,1,1,3274.2942769814385,1,1,0,1,1,13,1
1,2,1,2,0,0,0,316.79185652133646,0,0,0,0,0,3,0
1,1,3,4,2,0,1,1488.7624019041284,0,0,0,0,0,2,0
5,5,6,1,14,1,1,4824.20164178581,1,1,1,1,0,11,1
0,2,2,1,3,0,0,2586.3825766947366,0,0,0,0,0,2,0
0,4,4,2,17,1,1,1748.9136285095462,0,0,1,0,0,12,1
1,5,5,0,13,0,1,3495.744285748934,0,0,0,1,1,12,1
1,1,1,2,4,0,1,2033.7702929329275,0,0,0,0,0,0,0
0,2,0,5,4,0,1,417.6332889905378,0,0,0,0,0,0,0
1,1,0,2,2,0,0,2724.3728461840024,0,0,0,0,0,3,0
1,2,1,2,0,0,0,2363.308573962694,0,0,0,0,0,0,0
2,2,2,3,16,1,1,1904.7879633356304,0,1,1,1,1,10,1
1,2,1,3,3,0,0,2009.0894170861943,0,0,0,0,0,2,0
0,0,2,2,2,0,1,1669.156494654447,0,0,0,0,0,1,0
0,1,2,3,0,0,1,1232.6285746174333,0,0,0,0,0,1,0
1,1,3,5,2,0,1,1737.7731508312138,0,0,0,0,0,1,0
0,6,7,1,8,0,0,3378.5970003104503,1,1,0,0,0,18,1
1,6,3,4,14,0,0,1217.6469301522895,1,0,0,1,0,15,1
3,6,8,1,12,0,0,2604.681841518125,1,0,1,1,1,12,1
1,0,2,1,0,0,0,1931.986807622695,0,0,0,0,0,2,0
1,4,2,1,20,0,0,4543.062910264511,1,1,1,0,1,7,1
1,0,3,4,0,0,1,488.76107984313205,0,0,0,0,0,1,0
4,1,5,3,6,0,1,3790.922751974634,1,1,0,0,0,10,1
1,1,3,1,4,0,1,2733.5207509458255,0,0,0,0,0,1,0
1,2,0,6,3,0,0,1125.1150180562204,0,0,0,0,0,2,0
4,2,4,4,17,0,0,3509.092285456518,0,1,0,1,1,11,1
0,3,2,1,8,0,0,2833.4979166365047,0,1,0,1,0,13,1
0,2,1,5,2,0,0,284.79527140825064,0,0,0,0,0,0,0
4,6,2,4,20,0,1,536.8362728887396,1,0,0,0,1,13,1
3,1,6,2,20,0,0,1307.113277392756,1,1,1,0,1,6,1
1,2,3,2,4,0,0,1260.9242408418818,0,0,0,0,0,1,0
1,0,2,5,1,0,0,177.99631287698787,0,0,0,0,0,2,0
4,2,7,4,16,0,1,3221.80808778854,1,0,0,0,0,17,1
2,6,8,1,8,0,1,2504.1725229542158,0,1,1,1,1,15,1
2,2,2,4,13,0,1,468.91315213457875,1,1,1,0,1,9,1
1,2,2,1,2,0,1,2748.850280618171,0,0,0,0,0,1,0
1,1,1,2,0,0,0,2785.6262118621817,0,0,0,0,0,2,0
1,5,5,1,9,1,1,1773.5791334344633,0,1,0,1,1,13,1
4,5,7,3,18,1,1,3119.466657181615,1,1,0,1,1,7,1
5,3,4,4,17,1,1,4263.828980004997,0,0,0,0,1,20,1
0,1,3,4,3,0,0,2701.6620783480353,0,0,0,0,0,4,0
4,1,6,0,16,0,1,4062.1354487118792,1,1,1,0,1,18,1
1,1,0,5,1,0,0,1424.0707833696995,0,0,0,0,0,0,0
